article link,article headline,article text,date,author,keyword,summary,summary_time_seconds,is_relevant,relevance_score,relevance_label
https://www.dawn.com/news/1968185,From The Past Pages Of Dawn: 1976: Fifty Years Ago: 50pc electricity wasted - Dawn,"KARACHI: Fifty per cent of the total electricity generated in the country ... is lost in faulty distribution and transmission system. The WAPDA is producing 1,300 mw and KESC 700 mw of electricity, out of which the losses of the former is 35 per cent and the latter 15 per cent, according to an unofficial study. In terms of money, the losses mean a total of Rs 40 crores annually and to save these losses, experts said it involves an expenditure of Rs 40 to 50 crores, which can be recovered within two years. To avoid these losses the WAPDA and KESC are required to import capacitors, introduce integrated load dispatching system and use better conducting on transmission and distribution lines... .
Maximum energy utilisation and conservation has become a necessity in the wake of energy crisis since 1973 and consequently the Prime Minister ... approved a proposal to undertake a nationwide energy conservation and austerity campaign. Its main purpose was to minimise the wasteful uses of various forms of energy, in various sectors, and to exhort the end-consumers to maximise efficiency of energy utilisation.
Published in Dawn, January 21st, 2026","Wed, 21 Jan 2026 01:38:52 GMT",,transmission distribution losses Pakistan,"The WAPDA is producing 1,300 mw and KESC 700 mw of electricity. The losses of the former is 35 per cent and the latter 15 per cent, according to an unofficial study. In terms of money, the losses mean a total of Rs 40 crores annually.",2.289314031600952,True,0.9457488059997559,electricity transmission and distribution losses
https://www.dawn.com/news/1967807/govt-cites-weather-among-reasons-for-power-outages,Govt cites weather among reasons for power outages - Dawn,"• Leghari says electricity cuts due to fuel mismanagement, transmission constraints, among other causes• Minister contests ‘outdated’ Nepra report, says document should have been shared for ‘fact-checking’• Claims tariff dropped from Rs53.04 in March 2024 to Rs42.27 in December 2025
ISLAMABAD: The government on Sun­day conceded power cuts in most parts of the country for the last 8–10 days despite surplus capacity due to transmission constraints and fuel mismanagement, the continuation of the debt servicing surcharge on consumers for the next six years, and the cost of inefficiencies being charged to taxpayers.
Speaking at a press conference in the capital, Power Minister Awais Leghari said the grid faced problems due to fog, north-south transmission constraints, a few days of extension in the scheduled outage of a major nuclear power plant, and ‘mistakes’ in the right fuel arrangements by the Sahiwal Coal Power Project. He said the issue was, however, mainly due to the repeated tripping of the transmission system because of the weather.
This resulted in lower production of a few hundred megawatts, on top of lower hydropower generation due to annual canal closure. The minister apologised to the consumers for the inconvenience but said that nothing was possible due to the weather.
The minister contested the recent State of the Industry Report (SOIR) 2025, released by the National Electric Power Regulatory Authority (Nepra), saying it came out with a 5-6 month delay and thus interpretations were based on outdated data.
He said that Nepra wrongly observed that Rs3.23 per unit was an additional burden on consumers, saying it had been in place for years and would have gone on for decades, but the current government announced its continuation for only six years.
Mr Leghari said the regulator also wrongly claimed that higher system losses than regulatory targets were an unnecessary burden on consumers, and said these gaps — both low recoveries and high losses — were being financed by the Ministry of Finance out of taxpayers’ money and hence posed no additional burden on electricity consumers.
The minister said the SOIR was a comprehensive document and its draft should have been shared with the power division for fact-checking before its publication.
He said the government had no intention of strangulating the regulator, but capacity improvement was required both at the power division and the regulator. He said the power division would officially write to the regulator to highlight its concerns.
He agreed with the Nepra’s projections, indicating a surplus margin of up to 8,700MW, that increased generation costs and higher tariffs, as most of the plants operate under ‘take or pay’ or ‘must run’ agreements, but said the installed capacity had passed through due to the regulatory process. The government had introduced a surplus power package for industrial and agricultural consumers at discounted rates for three years to stimulate demand and improve asset utilisation, and positive results emerged in December.
‘Without due diligence’
Responding to weaknesses in integrated system planning pointed out by Nepra and its cost to consumers, the minister said that Nepra had been approving the indicative generation expansion plans (IGCEP) without due diligence.
“We have now submitted IGCEP 2025-35, which represents a fundamental shift in Pakistan’s approach to power sector planning purely on merit and least cost of energy, thus excluding 7,967MW high-cost and non-essential generation projects and prioritisation of low-cost, indigenous, and renewable energy sources, with a projected saving of $17bn,” he said.
The minister confirmed that delays in project execution remained a persistent challenge across several major initiatives in the transmission sector, saying the government has separated the project development function into an independent company, EIDMC, for the timely execution of transmission projects.
He also denied that the power division controlled power companies, saying they were given full autonomy under the board of directors. “In the current year, the fiscal space burden has already been reduced by Rs400bn (from Rs1.287 trillion to Rs893bn) through this process,” he said.
He also conceded the past practice of Discos issuing electricity bills with incorrect readings, which was ‘a major driver of non-payment, leading to lower recoveries for the Discos’. He claimed that over Rs40bn had been returned to the consumers last year through the introduction of a proportionate billing mechanism (bills no longer than 30 days). He hoped the regulator would soon approve investment plans to enable Discos to introduce automated meter reading (AMR) devices.
He said the Discos’ recovery of bills improved from 92.4pc to 96.6pc in FY2025, resulting in Rs183bn reduction in unrecovered bills, falling from Rs315bn in FY24 to Rs132bn in FY25. In FY2026 (Jul-Dec), recovery improved by another Rs43bn compared to last year, he said. On the other hand, the at-source deduction of 25pc from bills of provincial governments and government departments also improved financials.
Circular debt
Contesting the regulator for reporting that circular debt reduction of Rs780bn last year primarily stemmed from external financial injections rather than structural improvements, the minister said the regulator’s “understanding with regard to power sector numbers is surprising”.
He said the debt reduction was due to lower losses (Rs193bn), waiver of late payment surcharges with power producers (Rs260bn), and Rs300bn due to macroeconomic improvements like exchange and interest rates.
Most importantly, the minister challenged Nepra for claiming that only the private sector distribution company, KE, had not contributed to the circular debt, but its consumers paid the debt servicing surcharge. “K-Electric had contributed to the accumulation of circular debt in the past by not paying electricity dues to CPPA-G. Up to June 2023, the resulting addition to circular debt due to K-Electric’s non-payment amounted to Rs640bn.
The receivables from KE stand at more than Rs300bn as on November 30, 2025,” the minister said. He added that lenient regulatory targets to improve KE efficiency resulted in more than Rs500bn subsidies to its consumers over the last five years.
Responding to Nepra’s assessment that the non-affordability factor due to rising electricity tariffs pushed consumers toward conservation and solar alternatives, and that economic stagnation further reduced demand, the minister claimed the average tariff had dropped from Rs53.04 in March 2024 to Rs42.27 per unit in December 2025.
Published in Dawn, January 19th, 2026","Mon, 19 Jan 2026 02:59:45 GMT",,transmission distribution losses Pakistan,"Power Minister Awais Leghari says grid faced problems due to fog, north-south transmission constraints, and ‘mistakes’ in the right fuel arrangements. ‘Without due process, we would not have been able to make this decision,’ said the power minister.",5.727105140686035,True,0.4958459734916687,electricity transmission and distribution losses
https://www.dawn.com/news/1967414,RLNG price cut by up to 5pc - Dawn,"ISLAMABAD: The Oil and Gas Regulatory Authority (Ogra) on Friday notified up to five per cent reduction in the price of regasified liquefied natural gas (RLNG) at the distribution stage for the current month, mainly due to lower international oil prices.
This is the second consecutive monthly reduction, following around a 6pc decline in December, cumulatively bringing down RLNG prices by more than 11pc over two months. Before this drop, prices had increased by 4.4pc during October and November.
Karachi-based Sui Southern Gas Company Limited (SSGCL), which serves consumers in Sindh and Balochistan, reported distribution-stage system losses of 12.55pc, up from 10.6pc a couple of months earlier. Meanwhile, Lahore-based Sui Northern Gas Pipelines Limited (SNGPL), supplying gas to Punjab and Khyber Pakhtunkhwa, reported system losses of nearly 9pc at the distribution stage, compared to 7.47pc in October.
According to the notification, the RLNG sale price for SNGPL at the transmission stage declined by 4.62pc to $10.41 per million British thermal unit (mmBtu) for January 2026, from $10.92 per mmBtu in December 2025 and $11.24 in September.
As a result, the sale price at the distribution stage for SNGPL was reduced by 4.68pc to $11.27 per mmBtu for January, compared to $11.83 in December and $12.24 in November.
On the other hand, the RLNG sale price for SSGCL at the transmission stage decreased by 5.25pc to $8.98 per mmBtu for January, from $9.47 in December, $10.065 in November and $9.86 in September.
The distribution-stage sale price for SSGCL was also reduced by 5.26pc to $10.21 per mmBtu for the current month, compared to $10.77 in December, $11.45 in November and $11.01 in September.
Ogra said the reduction in RLNG prices was due to a decrease in the delivered ex-ship (DES) price. Unaccounted-for gas (UFG) for both companies at the distribution stage had increased two months ago.
Ironically, the RLNG distribution prices of $10.21 per mmBtu for SSGCL and $11.27 for SNGPL are almost $3.3 and $4.25 per mmBtu higher than the average DES price, respectively.
This is mainly because both LNG importers, Pakistan State Oil (PSO) and Pakistan LNG Ltd (PLL), along with port authorities, charge profit margins on account of retainage at the rate of 3.77pc of the DES price, on top of losses of 8.97pc for SNGPL and 12.55pc for SSGCL.
Published in Dawn, January 17th, 2026","Sat, 17 Jan 2026 01:34:52 GMT",,transmission distribution losses Pakistan,"This is the second consecutive monthly reduction, following around a 6pc decline in December. Before this drop, prices had increased by 4.4pc during October and November. Sui Southern Gas Company PL are almost $3.3 and $4.25 per mmBtu higher than the average DES price, respectively. This is mainly because both LNG importers, Pakistan State Oil (",2.8171169757843018,True,0.1684015691280365,power generation and infrastructure
https://www.dawn.com/news/1967628,Failed power reform - Dawn,"NEPRA’S latest state of the industry report tells the familiar story of failed reform in the power sector due to patchy execution, misgovernance, corruption, underinvestment, and unpredictable policy. It also recounts how this reform failure has burdened honest consumers, led to blackouts despite surplus generation, and dragged down the economy. Numerous policy interventions, unbundling and corporatisation of SOEs, and private investments in generation notwithstanding, the sector continues to face challenges that constrain its efficiency and undermine its role in national economic growth, instead of providing relief to consumers across different categories.
In fact, the power sector’s credibility is at its lowest point as even several policy resets have not been able to correct the situation. So, it is no surprise that whatever financial gains the state extracted from private power producers through coercion and renegotiation were quickly swallowed by deep-seated inefficiencies elsewhere in the system. No wonder, electricity remains unaffordable, supplies patchy and a big portion of generation capacity idle, with consumers forced to underwrite losses stemming from systemic failure. The scale of the sector’s challenges and their implications for consumers is reflected in the fact that the distribution companies have added some Rs400bn to the circular debt, while consumers paid about Rs235bn in debt servicing surcharge during the last fiscal year because the sector’s inefficiencies have been allowed to persist and cascade across the supply chain: from generation to transmission to distribution. Consumers are not only shouldering the financial burden of these inefficiencies, they are being forced to bear the costs of delayed connections and being overbilled. The Nepra report also admits that the regulator’s own authority has diminished over time. Regulatory powers have been steadily eroded through administrative interference and prolonged litigation, rendering enforcement actions slow, reversible and largely symbolic. This raises an important question: can a sector plagued by weak governance and lack of accountability be fixed through pricing tweaks and contract revisions when experience suggests otherwise? The sector does not suffer from a lack of actionable plans for reform. What it needs is political will to execute those reform plans, improve governance and accountability, end policy uncertainty and strengthen the regulator.
Published in Dawn, January 18th, 2026","Sun, 18 Jan 2026 02:16:34 GMT",,transmission distribution losses Pakistan,"NEPRA’s latest state of the industry report tells the familiar story of failed reform in the power sector due to patchy execution, misgovernance, corruption, underinvestment, The sector does not suffer from a lack of actionable plans for reform. What it needs is political will to execute those reform plans, improve governance and accountability, end policy uncertainty and strengthen the regulator",2.587118625640869,True,0.9637322425842285,power sector reform
https://www.dawn.com/news/1967983,Grid issues behind costly power: Nepra - Dawn,"• Transmission system suffers from overloading, underutilisation• 116 of 192 transformers overloaded beyond 80pc capacity• Regulator urges fast-tracking projects, upgrading substations• Says up to 1,750MW of cheaper power frequently curtailed
ISLAMABAD: Pakistan’s nati­onal transmission system, one of the largest in the world, suffers from a damaging mix of overloading and underutilisation, creating operational constraints that unde­rmine merit-based power supply and impose an unquantifiable financial burden on consumers and the national economy, the National Electric Power Regul­atory Authority (Nepra) has said.
In a detailed review of the national grid system, the regulator pointed out that the backbone of the transmission network — 500kV and 220kV lines — remained “mostly overloaded” at the close of FY2024-25. It said the National Grid Company (NGC) faced critical overloading in several sections of its 500kV and 220kV network, particularly during summer peak demand.
“Many grid stations and power transformers are operating beyond 80 per cent of their rated capacity, risking equipment failure, voltage instability and outages,” it said. In FY25, out of 192 transformers across 68 grid stations, 116 were overloaded beyond 80pc, it added.
Providing a breakdown, Nepra said 30 of 47 transformers at the 500/220kV level were overloaded beyond 80pc. In addition, 86 of 145 transformers at the 220/132kV level were overloaded beyond the same threshold.
Regions with notable overloading included Hyderabad, Islamabad, Lahore and Multan, with persistent constraints at key grids like Gatti, New Multan, Sarfaraz Nagar, Muzaffargarh and Sheikhupura.
“These limitations have led to reliance on expensive generation in violation of economic merit order (EMO) and rising project costs due to delays,” it said.
Ironically, most of these grid stations at Rawat, Sheikhupura, Gatti, Multan, Yousafwala, Jamshoro and Muzaffargarh have been in an overloaded condition since 2017-18 and onwards.
According to the review, these constraints have limited full power evacuation from the 1,300MW Sahiwal coal-fired plant, overreliance on Attock, Halmore, Sapphire and Liberty, limited transformation capacity in the south-central corridor and aggravated bidirectional power flows in the network.
The regulator called for fast-tracking the completion of critical transmission projects, upgrading existing substations with higher-capacity transformers and reactive power support, and enhancing real-time grid monitoring to address persistent overloading in the transmission network.
It said the resulting financial burden could not be calculated under current conditions because assessing the severity and duration of overloading would require hourly digitised operational data to determine how long a transformer or circuit operated beyond its rated capacity.
The regulator warned that transmission system constraints significantly impact the overall efficiency, reliability and affordability of electricity supply. When the transmission network lacks adequate capacity or flexibility, it restricts the flow of power from generation sources to demand centres.
“This leads to congestion, increased transmission losses and underutilisation of low-cost or renewable generation, ultimately raising the overall cost of electricity,” Nepra said.
“Transmission constraints not only raise reliability concerns for consumers but also lead to higher electricity tariffs. This is primarily because, in the absence of adequate transmission capacity, the system must rely on more expensive and less efficient power generation sources, even when cheaper alternatives are available but inaccessible,” it explained.
It said that one of the key challenges in the country’s power sector was the persistent inadequacy of the transmission system, particularly in evacuating electricity from cost-effective and indigenous generation resources located in the southern part of the country.
It noted that the system was often forced to rely on more expensive power plants in the northern region, which significantly increased the overall cost of electricity supply.
Despite the critical importance of resolving these issues, many transmission bottlenecks have remained unaddressed for years. The NGC has consistently failed to resolve them in a timely and efficient manner.
Observations show that nearly every second project undertaken by the NGC suffers from time delays and cost overruns. These delays not only inflate capital costs but also result in operational inefficiencies, such as the forced dispatch of power plants in violation of the EMO, leading to substantial financial losses for the power system.
The south-to-north transmission corridor remains a major bottleneck in NGC’s network, limiting the transfer of cost-effective electricity primarily from coal, nuclear and gas plants in the south to key demand centres in Punjab and Khyber Pakhtunkhwa.
As a result, the system continues to rely on more expensive residual fuel oil (RFO) and re-gasified liquefied natural gas (RLNG) generation in the north, pushing up generation costs and tariffs.
The regulator cited the example of the overloaded 500kV Jamshoro and Matiari grid stations and their associated lines, which it said restrict power flow to about 1,800MW against available system capacity of 4,500MW. This bottleneck causes frequent load curtailment of up to 1,750MW of cheaper power. Evacuation of more than 2,000MW from Karachi’s two nuclear power plants was another example.
As a related event, the 4,000MW high-voltage direct current (HVDC) Matiari-Lahoretransmission line, commissioned in September 2021 over 878km, still remains underutilised due to delays in completing the 500kV Lahore North substation and related transmission lines.
“This inefficiency imposes a financial burden on end-users despite the line’s full operational readiness,” the regulator said, adding that average loading of the line in FY2024-25 was recorded as 1,401.40MW with utilisation factor at just 35.04pc. There are many other such examples of smaller scale, Nepra noted.
The regulator also highlighted weaknesses in grid monitoring infrastructure. It said the original Supervisory Control and Data Acquisition (SCADA) system, the telecom backbone operational since 1992, had become obsolete due to the lack of hardware and software upgrades, impairing functionality.
Published in Dawn, January 20th, 2026","Tue, 20 Jan 2026 02:20:20 GMT",,line losses electricity,"Pakistan's nati­onal transmission system suffers from overloading and underutilisation. Regulator urges fast-tracking projects, upgrading substations. South-to-north transmission corridor remains a major bottleneck in NGC’s network.",5.344529151916504,True,0.5563592314720154,electricity transmission and distribution losses
https://www.dawn.com/news/1968472,"Two students held, several booked over Charsadda college clash - Dawn","CHARSADDA: Police arrested two students and booked several others following a clash between two student groups at the Government Postgraduate College here on Thursday.
The college administration also suspended five students over the incident.
The clash occurred between the students of Pakhtun Student Federation and those of Insaf Student Federation at the college.
According to the administration, students involved in the violence were enrolled in BS Pashto and Electronics programmes. They included Mohammad Ali, Naeemullah, Shayan, Abubakar Jan and Ahmad.
The administration also formed a committee to probe the clash, with senior professors Dr Fazal Subhan, Israr Ahmad, Imadullah, Tahseenullah and Masood Khan being its members.
On the complaint of ISF, the Parang police station registered a report against students of Pakhtun Student Federation over violence.
Meanwhile, Pakhtun SF and Awami National Party declared the action “one-sided and politically-motivated” and insisted that ISF students made “inappropriate” remarks against ANP leaders.
District spokesperson for ANP Sohail Khan insisted that students of both groups were involved in the clash. He said that the matter should be resolved through dialogue.
He urged the college administration to review its decision to prevent the educational future of students from any harm.
Police claimed to have arrested two suspects, including Amar Ali and Naeem Jan and said raids were being conducted to arrest others.
They said strict action would be taken against those involved in the clash.
TRADERS PROTEST: Traders continued protesting prolonged power outages for a second day on Thursday, declaring the suspension of electric supply unjustified.
Despite heavy rain, members of all trade organisations from Charsadda Bazaar participated in the protest.
Protesters announced a protest sit-in outside the Xen office against his “anti-trader” actions.
They complained that excessive power cuts were causing them heavy financial losses.
The protest led to the closure of Mardan Road to traffic, troubling motorists, motorcyclists and commuters.
Trader leaders Lal Mohammad Lal, Hakeemullah Fauji, Haji Sadiqullah, Mian Reham Bacha, Shiraz, Shahzad and Rohullah and former district emir of Jamaat-i-Islami Misbahullah said electricity supply to commercial units had been suspended since morning to their community’s misery.
The protesters shouted slogans against Wapda and demanded smooth power supply.
They said they’re denied electricity despite regular bill payments.
Trader leader Lal Mohammad Kaka said traders were committed to going to “every extent” to protect their livelihoods.
He announced that in view of the ANP leaders’ death anniversary, the protest won’t be staged today (Friday), but it would resume afterward.
Published in Dawn, January 23rd, 2026","Fri, 23 Jan 2026 00:43:52 GMT",,line losses electricity,"Police arrested two students and booked several others following a clash between two student groups at the Government Postgraduate College. The clash occurred between the students of Pakhtun Student Federation and those of Insaf Trader leaders Lal Mohammad Lal, Hakeemullah Fauji, Haji Sadiqullah, Mian Reham Bacha, Shiraz, Shahzad and Rohullah said electricity",2.5826632976531982,False,0.11634676158428192,entertainment and celebrity news
https://www.dawn.com/news/1967938/gepco-official-held-in-major-power-theft-case,Gepco official held in major power theft case - Dawn,"GUJRAT: The Federal Investigation Agency (FIA) has arrested a line superintendent of the Gujranwala Electric Power Company (Gepco) for being involved in power theft.
An FIA spokesman said line superintendent Masood Ali had been arrested from Sialkot where he had given power connection of agriculture category to a private housing society after receiving a hefty amount as bribe.
The case was registered on the complaint of a resident of the area as the accused had erected high tension power cables just above the roof of his house where a minor lost his hands due to electric shock from dangling wires. The spokesman said that the suspect had been arrested after registration of a case against him.
Meanwhile FIA Gujranwala Zone has claimed to have arrested six human traffickers involved in the visa fraud and migrant smuggling.
An FIA spokesman said that the arrests had been made from Gujrat, Mandi Bahauddin, Hafizabad and Sialkot during the crackdown against the illegal human trafficking networks in the region.
Adding, he said that the arrested suspects include Muhammad Waqar, Shakeel Ahmed, Muhammad Akhtar, Mir Ilyas, Akhtar and Sarfraz Ali.
These human traffickers, he said, had extorted Rs7.26 million from different citizens on the pretext of sending them abroad.
Published in Dawn, January 20th, 2026","Tue, 20 Jan 2026 02:21:35 GMT",,power theft Pakistan,FIA arrests a line superintendent of the Gujranwala Electric Power Company (Gepco) for being involved in power theft. The case was registered on the complaint of a resident of the area as the accused had erected high tension power cables just above the roof of his house.,2.0588390827178955,True,0.3911406993865967,power generation and infrastructure
https://www.dawn.com/news/1967528,Lesco detects power theft at two sites - Dawn,"LAHORE: In a couple of major operations, including one led by a woman sub-divisional officer (SDO), Lahore Electric Supply Company (Lesco) teams detected on Saturday massive power theft and other illegalities at a jewellery manufacturing unit and a plastic factory at Gulshan-i-Ravi and Hamza Town localities on Saturday.
Some Lesco officials were also placed under suspension for facilitating a consumer in power theft through domestic connection.
According to a spokesperson for the company, a team, led by Gulshan-i-Ravi SDO Humera, checked the power connections in the area and found a jewellery manufacturing factory on a fourth floor of a house being run on a domestic connection. The team also noted the meter showing 40 ampere load—much higher than the domestic load.
Since the consumer was running a factory on a domestic tariff connection for 1.5 years, the team charged him with 33,000 units worth Rs2.1m detection bill.
During the raid, the consumer agreed to pay Rs1m on the spot and rest at a later stage. The team recovered Rs1m. It suspended some officials from service for conniving with the consumer.
A Lesco team in Hamza town sub-division detected power theft at a plastic factory and removed two transformers from the premises, disconnecting power supply. The team also charged the consumer with a 118,000 units detection bill besides applying to the police for an FIR.
PROJECTS: The Punjab Central Business District Development Authority reviewed progress on various development schemes.
During a visit to the project sites, the authority’s officers, led by CEO Imran Amin, were briefed on the development work at the CBD Walk where excavation and foundation works had been completed, followed by the completion of raft foundations for all 32 units.
CEO Imran Amin said all projects were progressing under transparent planning and strict compliance of high quality standards.
Later, he visited CBD Nawaz Sharif IT City and inspected the ongoing asphalt works.
Published in Dawn, January 18th, 2026","Sun, 18 Jan 2026 01:41:06 GMT",,power theft Pakistan,"Lesco teams detected massive power theft and other illegalities at a jewellery manufacturing unit and a plastic factory. Some Lesco officials were also placed under suspension for facilitating a consumer in power theft. January 18th, 2026 will mark the 20th anniversary of the start of the Second World War.",4.393535137176514,True,0.3268235921859741,power generation and infrastructure
https://www.dawn.com/news/1968529,AJK warns of tariff review amid surge in electricity use - Dawn,"MUZAFFARABAD: The Azad Jammu and Kashmir (AJK) government has warned that failure to ensure responsible use of electricity could force a review of the region’s existing highly subsidised power tariffs, which may then be determined strictly on demand-and-supply principles.
In a public message addressed to electricity consumers, AJK’s secretary for energy resources Chaudhry Muhammad Tayyab said the government had, in response to public demand, substantially reduced electricity rates for both domestic and commercial users.
“This extraordinary reduction in tariffs has resulted in an equally extraordinary increase in electricity consumption,” he said, adding that the resulting pressure on the system had pushed the power distribution network to its limits.
He explained that electricity demand peaked during winter in Muzaffarabad and Poonch divisions and during summer in Mirpur division, mainly due to extensive use of electric heaters, geysers and, most notably, electric cooking stoves in winter, and the unchecked use of air-conditioners in summer.
Energy secretary says increased consumption pushing distribution network to its limits
“As a result, the power distribution system comes under intense pressure, making transformer burnouts and breakdowns a routine occurrence, which ultimately causes hardship for consumers,” Mr Tayyab said, describing the situation as highly unpleasant for the electricity department.
He said engineers and technicians were working round the clock, repairing damaged transformers and striving to keep the power supply running or to restore it at the earliest. Despite limited resources, he added, the AJK government was making every possible effort to stabilise the distribution network, with valuable assistance from the federal government.
However, Mr Tayyab stressed that meaningful improvement in the prevailing situation was impossible without public cooperation, urging consumers to avoid unnecessary and excessive use of electricity, pay their bills on time, and clear all outstanding dues.
He specifically appealed to people to refrain from using electric stoves for cooking, exercise restraint in the use of air-conditioners, and limit the use of inverter ACs for heating during winter, particularly by switching them off before going to sleep. He also called on households to avoid installing unnecessary decorative outdoor lights and searchlights.
Highlighting the issue of electricity theft, Mr Tayyab urged citizens to identify and report those involved, assuring that the identity of informants would be kept confidential. He said a dedicated helpline for reporting power theft would be announced soon, and advised consumers to immediately contact the nearest electricity department office in case of missing or faulty meters.
The continued “irresponsible use of low-cost electricity”, he warned, would further worsen the situation.
“In such a situation, the government will be compelled to review the current highly subsidised tariffs and determine electricity prices strictly in accordance with demand and supply principles,” he added.
Published in Dawn, January 23rd, 2026","Fri, 23 Jan 2026 00:43:18 GMT",,power theft Pakistan,"Energy secretary says increased consumption pushing distribution network to its limits. Energy demand peaked during winter in Muzaffarabad and Poonch divisions. He specifically appealed to people to refrain from using electric stoves for cooking, and limit the use of inverter ACs for heating during winter. He also called on households to avoid installing unnecessary decorative",2.3991029262542725,True,0.6667520999908447,electricity tariff and pricing
https://www.dawn.com/news/1968759,Just deserts - Dawn,"THE Europeans have had a dispiriting week. In the snowy landscape of Davos, leaders of the major European nations had to have a huddle about US President Donald Trump’s escalating rhetoric on taking over Greenland. There were righteous speeches and statements by them about how such a takeover would be the end of the rules-based international order. Canada, which Trump had also threatened with a takeover, got into the game, too, with Prime Minister Mark Carney decrying the rupture in North Atlantic relations and the imminence of a world where force eliminates respect for sovereignty.
It was oddly gratifying to see the world’s political and economic elite, mostly white men and some white women, having to consider how devastating attacks on sovereignty can be and how a superpower gone rogue is a global threat. The rest of the world saw this face of the US post 9/11, in the invasions of Iraq and Afghanistan, both under the label of ‘protecting US national security’. At that time, Europe joined forces with the US. So, why is Denmark suddenly so bothered with the details of sovereignty, especially given its part in the US-led Nato effort in Afghanistan? Nor did the US care when Barack Obama ordered unmanned aerial bombings of places in Pakistan. Definitions were altered to justify the US bombings in Yemen as well.
All this is to underscore that the international rules-based order that all the white men in Davos are weeping for died a long time ago. Or perhaps their tears simply affirm the truth that these rules were never considered applicable when the sovereignty of various brown and black people was at stake to ensure no one attacked the lands of the white colonisers.
Europe has now discovered it has no recourse against Trump.
The irony of the moment where one colonising power (Denmark) insists that its rights over Greenland are more legitimate than the rights of another (the US, a settler colonial country) must be noted. Listening to Carney’s much-lauded speech, for instance, it was impossible not to recall that Canada’s white people stole land from the First Nations. The temerity of white men who rule stolen lands and then chastise the world about further theft of land represents the disordered ethics that have made white and Western cooperation against the rest of the world a ‘legitimate’ exercise.
Denmark established trade relations in Greenland and its representatives set up outposts on the territory. The Danes realised they had made enough inroads to take over. They then imposed a trade monopoly on Greenland and what had been a trading company transformed itself into an administrative state.
In all the outcry, no one has acknowledged that Greenland’s indigenous Kalaallit populations don’t want to be ruled by either Denmark or the US. As Vijay Prashad of the Tricontinental Institute for Social Research notes: “Greenland is always a place that someone else must hold, but not the Kalaallit. For people like Trump, or indeed for generations of Danish prime ministers (despite soft statements about the path to self-determination), the Kalaallit have no role as political subjects.” The true solution is not some backroom deal where the US can get what it wants while leaving Denmark with face-saving control, but a return of Greenland to its people.
The entire debacle underscores what the rules-based international order was really for. True to its origins, which go back to the time when the Great Powers carved up what remained of the Ottoman Empire, the rules-based international order ensures that white and Western nations, either colonisers or settler col­onialists, do not mess with each other’s illegitimate claims on ter­ritory. It also exi­sts to legitimise the use of force impacting the sovereignty of brown and black countries when the aggressor is one of its own.
For most of the world, the international rules-based order has never provided safety. The brutish world where force means the power to bully is one which everyone, except white and Western countries, has experienced. Currently, Europe is in a bind. It had saved money by not spending on military and defence, which allowed Europeans to have easy lifestyles. Europe has now discovered it has no recourse against Trump.
Whatever happens to Greenland, Europe, home to so many colonising powers that caused devastation and pain around the world, is getting its just deserts. Its weak economy and ageing populations are festering problems which America under Trump is likely to exploit. It’s possible that Europe, while superficially independent, will be reduced to a functional colony of the US — dependent economically and militarily on the Americans. If it does, history will have come full circle: that which Europe did to others will now be done to Europe.
The writer is an attorney teaching constitutional law and political philosophy.
rafia.zakaria@gmail.com
Published in Dawn, January 24th, 2026","Sat, 24 Jan 2026 01:03:38 GMT",,power theft Pakistan,Leaders of major European nations had a huddle about US President Donald Trump’s escalating rhetoric on taking over Greenland. It was oddly gratifying to Denmark established trade relations in Greenland and its representatives set up outposts on the territory. The Danes realised they had made enough inroads to take over.,4.831420183181763,False,0.10024488717317581,weather and natural disasters
